Lineups,TEAM,GP,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,PACE,PIE
J. Butler III - B. Adebayo - D. Robinson - H. Highsmith - T. Herro,MIA,17,189,118.4,114,4.4,73.7,2.57,22.7,27.9,81.5,54.3,0.1,58.2,60.4,96.41,51.6
B. Lopez - D. Lillard - G. Antetokounmpo - T. Prince - G. Trent Jr.,MIL,30,188,118.5,117.7,0.9,63.4,2.48,19.5,15,72.2,45.2,0.1,60.6,64.6,103.15,50.8
J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid - A. Edwards,MIN,51,188,124.1,112.5,11.7,60.6,2.6,19.6,27.3,65.4,46.8,0.1,62.3,64.7,101.94,53.8
K. Caldwell-Pope - W. Carter Jr. - C. Anthony - F. Wagner - P. Banchero,ORL,16,187,115.8,103.7,12.1,54.5,1.84,17.1,29.9,71.4,50.4,0.1,53.8,57.7,97.2,55.2
K. Towns - O. Anunoby - J. Hart - M. Bridges - M. McBride,NYK,21,185,114.7,110.6,4.1,70.6,3.19,20.9,31.7,66.8,48.8,0.1,53.1,55.9,97.26,52.7
D. DeRozan - D. Sabonis - D. Fox - K. Huerter - K. Murray,SAC,16,184,115,105.5,9.5,61,1.88,19.8,24.4,72.1,50.8,0.1,57.9,61,100.71,55.9
C. Paul - H. Barnes - J. Champagnie - V. Wembanyama - S. Castle,SAS,21,177,124.8,112.2,12.6,71.3,2.6,21.5,24.6,74.6,50.3,0.1,59.9,63.5,98.87,55.9
J. Harden - K. Dunn - I. Zubac - D. Jones Jr. - A. Coffey,LAC,22,175,106.7,108.2,-1.5,64.6,1.53,18.9,30.4,77.8,54,0.2,53.9,56.7,97.24,49.2
J. Harden - N. Powell - I. Zubac - D. Jones Jr. - T. Mann,LAC,13,169,110.6,120.5,-9.9,72.1,1.85,19.7,33.1,79.9,54.2,0.2,51.1,55.8,96.93,45.7
N. Jokić - J. Murray - M. Porter Jr. - C. Braun - P. Watson,DEN,14,168,128.4,114.2,14.2,74.7,3.25,25,31.9,73.3,54.7,0.1,63.4,65.3,98.47,57.2
I. Hartenstein - S. Gilgeous-Alexander - L. Dort - C. Holmgren - J. Williams,OKC,14,167,126.2,111.2,15,57.1,2.12,20.1,31.2,74.4,54.5,0.1,62.1,64.6,104.83,58.1
J. Poeltl - R. Barrett - O. Agbaji - D. Mitchell - G. Dick,TOR,14,167,116.7,113.1,3.6,60.6,2.54,18.8,30.6,69.5,49.7,0.1,53.2,56.6,102.46,50.5
C. Paul - H. Barnes - D. Vassell - V. Wembanyama - S. Castle,SAS,17,166,122.7,111.2,11.5,68.5,3,22.1,25.8,74.4,51.1,0.1,60.2,62.2,102.61,56.3
D. Mitchell - J. Allen - D. Garland - I. Okoro - E. Mobley,CLE,16,160,123.7,117.6,6.1,60,2.02,19.7,24.8,71.1,48.9,0.1,62.5,64.7,102.69,52.6
A. Simons - D. Avdija - S. Sharpe - T. Camara - D. Clingan,POR,19,155,114.6,110.2,4.4,68.1,2.19,19,38.2,70.3,53.3,0.1,52.6,54.7,99.6,51.9
K. Caldwell-Pope - G. Bitadze - F. Wagner - J. Suggs - T. da Silva,ORL,13,152,108.2,110,-1.7,66.9,1.93,19.5,29.9,77,52.2,0.1,51.3,54.9,95.62,50.6
D. Brooks - J. Green - A. Sengun - T. Eason - A. Thompson,HOU,20,149,128.3,108,20.3,60.1,3.16,21.3,29,65.2,47.7,0.1,62.7,63.8,104.18,58.7
B. Lopez - G. Antetokounmpo - T. Prince - K. Kuzma - R. Rollins,MIL,11,146,130.1,117.6,12.4,66.4,2.85,23.4,18.6,70.3,47.7,0.1,68.4,69.7,97.21,56.3
R. Gobert - J. Randle - N. Alexander-Walker - A. Edwards - J. McDaniels,MIN,34,146,109.9,102,8,48.2,1.32,13.6,32.9,67.8,49.7,0.1,51.9,55,98.18,48.7
C. Paul - B. Biyombo - H. Barnes - D. Vassell - S. Castle,SAS,14,137,115.3,125.2,-9.8,65.4,2.37,21,19.7,67.2,44.3,0.1,61.5,62.5,99.32,46.7
J. Grant - A. Simons - D. Ayton - S. Sharpe - T. Camara,POR,13,137,91.4,121.9,-30.5,58.3,1.11,15.4,26,77.9,48.9,0.2,46.1,49.1,102.05,34.3
C. Paul - H. Barnes - D. Vassell - J. Sochan - V. Wembanyama,SAS,12,136,116.3,100,16.3,77.1,2.6,22.6,22.6,71.9,49.5,0.1,57.5,60.6,99.99,59.4
A. Simons - D. Ayton - D. Avdija - S. Sharpe - T. Camara,POR,10,134,113.3,111.4,2,55,1.57,17.7,24.4,69.7,49.2,0.2,59.4,61.9,99.05,51
N. Vučević - K. Huerter - C. White - J. Giddey - M. Buzelis,CHI,9,134,122.9,117.6,5.2,68.3,2.38,22.4,30.6,78.7,56.2,0.1,60.7,63.5,104.38,54.2
R. Westbrook - A. Gordon - N. Jokić - M. Porter Jr. - C. Braun,DEN,24,128,127,103.5,23.5,73.9,2.32,23.5,37.4,69.1,54.7,0.2,64.4,66.3,106.93,61.2
J. Poeltl - R. Barrett - D. Mitchell - S. Barnes - G. Dick,TOR,13,126,105.1,113.2,-8,69.3,1.8,20.5,27.9,75.2,51.4,0.2,55.1,57.1,102.92,48.8
C. Paul - B. Biyombo - H. Barnes - D. Fox - D. Vassell,SAS,12,125,108.7,116.5,-7.8,68.1,2.26,20.6,23.5,64.1,44.5,0.1,55,56.4,101.94,46.6
J. Butler III - D. Green - M. Moody - B. Podziemski - Q. Post,GSW,18,125,109.6,93.6,16,71.7,2.29,20.2,25.2,75.2,50.4,0.1,53.6,56.6,95.99,61
O. Anunoby - J. Hart - M. Bridges - J. Brunson - P. Achiuwa,NYK,22,124,104.9,114.3,-9.4,59.2,1.23,16.4,30.1,70.5,50.2,0.2,54.4,59,102.59,46.8
M. Conley - R. Gobert - D. DiVincenzo - N. Alexander-Walker - N. Reid,MIN,29,123,116.7,93.2,23.5,73.6,2.36,21.4,30.3,73,53.1,0.1,57.7,60.1,97.76,64.3
R. Gobert - D. DiVincenzo - N. Alexander-Walker - N. Reid - A. Edwards,MIN,44,123,110.3,94.9,15.4,66.4,1.74,19.9,19.6,76.6,50.6,0.2,64.2,66.4,108.44,59.5
B. Lopez - D. Lillard - B. Portis - G. Trent Jr. - A. Green,MIL,16,121,121.8,99.6,22.2,56.6,2.06,18.9,21.1,75.2,50.2,0.1,60.8,63.5,100.65,56.6
A. Wiggins - B. Adebayo - T. Herro - D. Mitchell - K. Ware,MIA,12,120,112.5,114,-1.5,67,1.81,19.7,22.9,76.6,50,0.1,56.6,61,99.55,50.8
O. Anunoby - J. Hart - M. Bridges - J. Brunson - J. Sims,NYK,18,120,105.6,110,-4.4,63.2,1.82,17.9,33.9,75.9,53.4,0.1,50.5,52.9,92.33,48.5
T. Rozier - B. Adebayo - H. Highsmith - T. Herro - J. Jaquez Jr.,MIA,15,120,96.4,114.9,-18.4,67,1.9,17.5,20.6,66.9,43,0.1,46.6,50.7,99.07,44.4
A. Horford - J. Tatum - L. Kornet - P. Pritchard - S. Hauser,BOS,23,119,111.7,101.3,10.4,61.2,2.31,17.2,37.9,67.4,52,0.1,50.8,53.3,94.82,51.9
K. Durant - B. Beal - J. Nurkić - T. Jones - D. Booker,PHX,12,119,103.9,120.9,-17.1,73.6,2.19,23.1,10.4,70.9,42.2,0.1,57.6,59.1,103.83,44
K. Irving - K. Thompson - P. Washington - L. Dončić - D. Lively II,DAL,14,119,127.9,104.4,23.5,58.2,2.45,19.5,36.1,69.4,53.1,0.1,60.4,62.2,100.88,59.6
M. Bridges - L. Ball - J. Green - M. Williams - N. Smith Jr.,CHA,13,119,101.5,115.6,-14.1,59.4,1.43,15.7,28.1,73.4,48.9,0.1,48.3,52,106.05,42
K. Towns - J. Hart - M. Bridges - J. Brunson - P. Achiuwa,NYK,11,116,118.1,115.2,2.9,53.6,1.5,17,40.8,70.8,54.9,0.2,52.6,57.2,100.52,50
M. Conley - R. Gobert - N. Reid - A. Edwards - J. McDaniels,MIN,26,114,123,97,26,68,2.59,20.1,35.5,78,55.7,0.1,56.4,60,98.66,61.6
J. Randle - D. DiVincenzo - N. Reid - A. Edwards - J. McDaniels,MIN,32,113,104.6,108.9,-4.3,61.2,2.26,16.5,21.6,70.8,46.6,0.1,49.7,55.6,103.48,47.3
R. Westbrook - N. Jokić - M. Porter Jr. - C. Braun - P. Watson,DEN,29,113,115.9,116.9,-1.1,79.8,2.28,24.8,27,67.2,50.5,0.2,63.8,66.2,107.41,52.9
B. Lopez - D. Lillard - G. Antetokounmpo - T. Prince - A. Green,MIL,27,110,107,92.5,14.5,50.6,1.55,14.5,20.3,78.6,50.4,0.1,52.3,56.6,105.53,57.5
J. Jackson Jr. - J. Morant - B. Clarke - D. Bane - J. Wells,MEM,21,110,119.2,114.3,4.9,65.3,1.61,19.8,30.9,67.7,51.6,0.2,59.4,63.9,105.21,52.6
L. James - D. Finney-Smith - L. Dončić - R. Hachimura - A. Reaves,LAL,13,108,124.9,106.3,18.6,59.3,2.31,20.3,35.4,72.4,54.7,0.1,65.1,66.2,100.83,58.7
R. Gobert - D. DiVincenzo - N. Reid - A. Edwards - J. McDaniels,MIN,37,108,106.2,96.1,10,60.5,1.24,16.1,37.4,74.4,56.4,0.2,53.4,56.3,101.8,54.4
J. Poeltl - R. Barrett - I. Quickley - S. Barnes - G. Dick,TOR,8,107,99.6,108.8,-9.2,69.6,2.13,19.8,24.4,80.2,50,0.1,51.7,52.3,103.36,44.7
J. Poole - B. Coulibaly - A. Sarr - B. Carrington - K. George,WAS,13,107,101.8,110.8,-9,57.1,1.78,15.8,23,63.7,43.5,0.1,48.5,52.7,103.65,44.5
M. Turner - P. Siakam - T. Haliburton - B. Mathurin - B. Sheppard,IND,11,107,110.7,115.4,-4.7,69.3,2.77,20.1,24.1,69.6,46.8,0.1,52.7,55.1,96.43,48.2
C. LeVert - G. Niang - T. Young - O. Okongwu - D. Daniels,ATL,20,106,120.8,115.7,5.2,65.3,2.21,19.4,25,71.2,48.8,0.1,58,63.6,107.55,54
D. Schröder - D. Finney-Smith - N. Claxton - C. Johnson - C. Thomas,BKN,9,106,116.2,104.2,12,61.1,1.83,18.4,28.4,69.3,48.8,0.1,56.6,60.3,97.34,55.2
M. Turner - A. Nembhard - O. Toppin - T. Haliburton - B. Mathurin,IND,30,106,110.9,106.5,4.4,65.2,2.22,18.8,26.4,62.8,46,0.1,54.9,58.4,104.5,53.7
M. Turner - P. Siakam - T. Haliburton - B. Mathurin - Q. Jackson,IND,9,106,113.8,119.2,-5.4,68.1,1.59,19.9,31.6,73.1,53,0.2,57.1,60.5,98.74,49
L. James - A. Davis - D. Russell - R. Hachimura - A. Reaves,LAL,10,105,109.6,104,5.6,82.4,2.34,22.2,29.5,73.9,52.4,0.1,51.8,55.7,104.69,55.7
N. Vučević - Z. LaVine - C. White - P. Williams - A. Dosunmu,CHI,15,105,107.5,109,-1.5,76.7,2.23,20.8,20,74.2,49.2,0.1,54,58.7,110.68,51.2
C. Capela - T. Young - D. Hunter - J. Johnson - D. Daniels,ATL,16,104,111.7,100,11.7,68.8,2.56,18.7,33.1,74.8,53.6,0.1,51.5,56.4,108.9,61.8
D. Russell - N. Claxton - C. Johnson - Z. Williams - K. Johnson,BKN,9,104,88.1,110.9,-22.8,63.9,1.35,15.8,23.2,75.5,46.7,0.2,43.1,45.9,100.99,33.6
N. Vučević - Z. LaVine - C. White - A. Dosunmu - J. Giddey,CHI,13,104,116.7,119.8,-3.2,72.8,2.5,22.9,18.8,76.9,49.5,0.1,63.2,64.3,107.23,48.5
L. Kennard - J. Jackson Jr. - D. Bane - Z. Edey - J. Wells,MEM,16,103,124.2,131.7,-7.5,56,1.97,19.5,36.3,70.4,54,0.1,61.4,63.3,102.6,47.4
M. Beasley - I. Stewart - M. Sasser - S. Fontecchio - R. Holland II,DET,25,103,109.3,115.2,-5.9,72.1,1.55,19.6,29,66.7,49.3,0.2,59.6,61.8,106.07,46.4
D. Brooks - J. Green - A. Sengun - J. Smith Jr. - A. Thompson,HOU,14,102,112.7,104.7,8,39.3,1.3,12.2,37.3,78.9,58,0.1,51.8,55.7,99.94,52
F. VanVleet - D. Brooks - J. Green - A. Sengun - T. Eason,HOU,24,102,112.4,108.4,4.1,50,1.73,14.6,33.6,71.2,51.7,0.1,51.7,56.2,103.08,51
L. James - D. Finney-Smith - L. Dončić - J. Hayes - A. Reaves,LAL,14,102,117.4,116.3,1.1,63.9,3.12,19.4,14,73.6,45.7,0.1,58,62.5,98.32,51.4
R. Westbrook - A. Gordon - N. Jokić - J. Murray - M. Porter Jr.,DEN,18,102,126,118.8,7.2,64.9,2.96,21.6,38.6,79.2,58.9,0.1,60.8,63,106.69,55.4
C. Paul - H. Barnes - J. Champagnie - J. Sochan - V. Wembanyama,SAS,13,100,102.9,108.3,-5.4,70.9,1.65,18.9,30.2,72.8,52.3,0.2,51.1,54.7,99.83,51
L. James - L. Dončić - R. Hachimura - J. Hayes - A. Reaves,LAL,13,100,112.3,111.4,1,62.4,1.61,19.4,23.4,81.3,54.2,0.2,58.3,60.9,105.66,50.8
K. Towns - C. Payne - O. Anunoby - J. Hart - M. Bridges,NYK,11,98,120.8,105.8,14.9,72.9,3.18,23.5,25,71,49.5,0.1,60.5,62.5,101.47,61.4
R. Gobert - N. Alexander-Walker - N. Reid - A. Edwards - J. McDaniels,MIN,27,98,102.5,111.3,-8.9,52.6,1.21,14.7,31.1,70.2,49.5,0.2,51.7,54.2,101.9,41.8
C. McCollum - D. Murray - J. Green - T. Murphy III - Y. Missi,NOP,11,97,111,112.1,-1.1,53.9,2,16.2,33.6,64,47.5,0.1,50.5,52.6,104.75,46.2
M. Conley - J. Randle - N. Reid - A. Edwards - J. McDaniels,MIN,27,97,109,110.6,-1.6,64.6,1.7,18.1,18.9,74.7,47.4,0.1,56.8,61,103.52,49.8
D. Schröder - B. Simmons - D. Finney-Smith - C. Johnson - C. Thomas,BKN,9,95,109.3,112.7,-3.4,71.3,1.63,20.7,16.3,66.3,41.7,0.2,57.3,61.8,103.4,47.6
J. Butler - T. Rozier - B. Adebayo - T. Herro - N. Jović,MIA,9,95,104.7,124.5,-19.7,65.7,1.92,17.5,26.7,68.5,46.3,0.1,49.1,53,96.93,41.5
T. Young - D. Hunter - O. Okongwu - J. Johnson - D. Daniels,ATL,13,95,120.5,116.9,3.7,57,1.23,16.1,39.6,63.9,52.8,0.2,57.6,64.3,110.86,53.3
J. Harden - N. Powell - I. Zubac - D. Jones Jr. - A. Coffey,LAC,22,93,108.7,106.3,2.3,63,1.06,17.8,37.2,75.3,58.3,0.2,62,64.9,106.56,51.9
M. Beasley - I. Stewart - C. Cunningham - S. Fontecchio - R. Holland II,DET,28,93,97.6,103.4,-5.9,63.4,1.96,16.1,24.6,74.3,47.5,0.1,46.2,49.9,105.34,45.1
D. DeRozan - J. Valančiūnas - Z. LaVine - K. Murray - K. Ellis,SAC,10,92,125.4,111.1,14.3,64.8,2.81,21.9,26.8,76.5,53.9,0.1,60.8,64,98.36,55.5
F. VanVleet - J. Green - A. Sengun - J. Smith Jr. - A. Thompson,HOU,16,92,124.4,119.7,4.7,47.9,2.05,16.1,45.3,78.3,61.5,0.1,57.2,58.8,99.33,53.3
M. Turner - A. Nembhard - O. Toppin - T. Haliburton - A. Nesmith,IND,22,92,125.3,107.3,18,75.9,3.67,24.1,24.7,67,47.1,0.1,60.6,62.7,99.34,56.4
J. Valančiūnas - K. Kuzma - C. Kispert - B. Carrington - K. George,WAS,14,91,106.7,131.1,-24.3,67.1,1.4,18.5,27.9,69.7,49.1,0.2,57.1,60.4,100.74,38.4
B. Adebayo - D. Robinson - H. Highsmith - T. Herro - K. Ware,MIA,9,90,107,105.3,1.6,70.3,1.49,20.5,19.2,77.6,51.7,0.2,59,61.6,99.42,52
S. Gilgeous-Alexander - L. Dort - C. Holmgren - J. Williams - C. Wallace,OKC,10,90,118.1,96.6,21.5,49.5,2.61,17.4,20.2,72.5,48.3,0.1,56.9,59.6,109.34,60
J. Valančiūnas - J. Poole - C. Kispert - B. Coulibaly - K. George,WAS,22,89,117.4,113.1,4.3,59.8,2.04,18.3,29.3,71,51.4,0.1,57.1,62,104.35,53.6
K. Durant - M. Plumlee - T. Jones - D. Booker - R. Dunn,PHX,14,89,115.5,87.8,27.7,73.5,2.77,22.2,28.7,68.1,50.2,0.1,53.7,56.3,101.1,67.4
K. Irving - K. Thompson - P. Washington - L. Dončić - D. Gafford,DAL,13,89,110.6,119.4,-8.8,53.7,1.76,16.3,27.8,72,49.5,0.1,54,57.3,105.97,45.6
D. DeRozan - Z. LaVine - T. Lyles - D. Sabonis - K. Ellis,SAC,6,88,127.1,129.4,-2.4,58,2.14,19.7,29.7,69.1,48.6,0.1,61.8,64.5,93.14,47.1
J. Poole - J. Champagnie - B. Coulibaly - A. Sarr - B. Carrington,WAS,9,88,109.8,115.1,-5.3,63.8,1.59,19,23.5,70,47,0.2,57.6,58.3,105.01,43.7
D. Russell - N. Claxton - Z. Williams - K. Johnson - J. Wilson,BKN,8,87,103.9,111.9,-8,72.5,2.27,20.2,21.5,68.9,44.8,0.1,53.2,55,98.47,47.3
C. LeVert - G. Niang - D. Mitchell - S. Merrill - E. Mobley,CLE,17,84,120.8,86.6,34.2,66.2,2.23,20.1,21.4,69.4,47.3,0.1,62.3,64,101.43,65.6
D. Schröder - M. Beasley - I. Stewart - S. Fontecchio - R. Holland II,DET,17,84,110.3,106.3,4,77.3,1.89,20,21.3,64.5,45.2,0.1,53.9,59.2,107.32,50.9
K. Towns - O. Anunoby - J. Hart - J. Brunson - M. McBride,NYK,20,84,130.8,96.4,34.4,58.3,3.06,20.8,23.2,79.3,53.6,0.1,64.4,67.3,96.11,69.3
K. Caldwell-Pope - W. Carter Jr. - G. Bitadze - J. Suggs - T. da Silva,ORL,6,83,103,105.6,-2.5,62.9,1.42,18.4,36.6,73.1,53,0.2,51,53,94.42,49.3
K. Towns - C. Payne - J. Hart - M. Bridges - M. McBride,NYK,18,83,123.2,101.1,22.1,67.5,2.35,20.8,30.4,73.5,52.5,0.1,60.2,64.2,105.3,59
T. Harris - T. Hardaway Jr. - I. Stewart - C. Cunningham - J. Ivey,DET,12,83,116.7,115.1,1.6,69.2,3.6,21.9,22.6,70.4,48.4,0.1,56.6,59.4,99.84,54.2
C. LeVert - D. Mitchell - J. Allen - D. Garland - E. Mobley,CLE,21,82,121.9,101.1,20.8,60.3,1.38,18.4,40,65.9,53.5,0.2,61.8,65.7,102.76,58.5
K. Caldwell-Pope - W. Carter Jr. - F. Wagner - J. Suggs - P. Banchero,ORL,6,82,100.6,109.6,-9,69.4,1.87,18,21.3,81.9,49.7,0.1,48,52.7,103.84,45.7
K. Durant - D. Booker - N. Richards - C. Gillespie - R. Dunn,PHX,7,82,125.3,129.9,-4.6,60.5,1.84,19.2,41,65.9,53.8,0.2,59.3,62,92.84,49
D. Wright - K. Towns - O. Anunoby - J. Hart - M. Bridges,NYK,5,81,119.5,120.6,-1.1,63.3,2.5,20.5,32.1,67.1,49.4,0.1,55.4,58.9,98.77,51.7
K. Irving - K. Thompson - S. Dinwiddie - P. Washington - D. Gafford,DAL,15,81,124,103.5,20.5,61.3,1.88,19.3,38,68.3,55,0.1,59.6,62.3,103.47,61.3
B. Lopez - D. Lillard - B. Portis - T. Prince - G. Trent Jr.,MIL,17,80,120.2,111.8,8.5,52.7,1.63,17.5,22.5,69,48.1,0.1,59.7,63.5,100.79,53.1
D. DeRozan - D. Sabonis - D. Fox - K. Murray - K. Ellis,SAC,16,80,130.2,109.8,20.4,59.5,2.94,20.1,37.7,73,55,0.1,60.2,62.3,97.01,56.2
I. Hartenstein - S. Gilgeous-Alexander - L. Dort - A. Wiggins - J. Williams,OKC,14,80,125.9,93.1,32.7,57.1,3,19.9,25,81.8,53.6,0.1,60,63.6,105.18,66.4
T. Harris - T. Hardaway Jr. - M. Beasley - I. Stewart - C. Cunningham,DET,33,80,104.7,94.4,10.3,60.6,1.48,17.3,18.5,74.4,48,0.2,58.1,60.8,110.91,54.3
J. Poole - J. Champagnie - A. Sarr - B. Carrington - A. Johnson,WAS,5,79,107.9,126.3,-18.5,57.1,1.71,16.7,17.3,64.8,42,0.1,53.5,57.3,100.63,40.4
